features__attributes__OBJECTID,features__attributes__Title,features__attributes__Type,features__attributes__IMDbLink,features__attributes__Address,features__attributes__Site,features__attributes__ShootDate,features__attributes__OriginalDetails,features__geometry__x,features__geometry__y,,,,,,,,,,,,,,,,,exceededTransferLimit
4688,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,2900 Girard Boulevard NE,Girard Boulevard NE and Los Arboles Avenue NE intersection,1305244800000,"Intersection of Girard and Los Arboles. No ITC. Street closure on Los Arboles from Vassar to Girard, EB/WB. ",-106.613790875489,35.1143954222284,,,,,,,,,,,,,,,,,
4689,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,320 Gold Avenue SW,New Mexico Bank and Trust,1306281600000,320 Gold SW - no ITC/no closures,-106.651657191351,35.0835218387588,,,,,,,,,,,,,,,,,
4690,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,415 Tijeras Avenue NW,Bernallio County Courthouse,1306281600000,415 Tijeras NW - ITC Tijeras btwn 5th & 3rd/ ITC 5th btwn Copper & Marquette,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
4691,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,3512 Los Picaros Road SE,Dragway Road near Los Picaros Road SE,1306800000000,Dragway Rd.  ITC on Dragway road (near Los Picaros),-106.606451999842,35.0168732189301,,,,,,,,,,,,,,,,,
4692,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,5400 Gibson Boulevard SE,Gibson Medical Center,1306972800000,Gibson Medical Center - No ITC/No closures,-106.581896358413,35.0583109527996,,,,,,,,,,,,,,,,,
4693,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,5400 Gibson Boulevard SE,Gibson Medical Center,1307059200000,Gibson Medical Center - No ITC/No closures,-106.581896358413,35.0583109527996,,,,,,,,,,,,,,,,,
4694,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,476 Copper Avenue NW,Copper Avenue NW and 5th Parking Garage,1307404800000,5th & Copper Parking Garage - close eb Copper btwn 5th & 3rd.,-106.652635868124,35.0857016949083,,,,,,,,,,,,,,,,,
4695,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,3512 Los Picaros Road SE,Dragway Road near Los Picaros Road SE,1307923200000,Dragway Rd.  ITC on Dragway road (near Los Picaros),-106.606451999842,35.0168732189301,,,,,,,,,,,,,,,,,
4696,Breaking Bad,TV Series Season 4,http://www.imdb.com/title/tt0903747/episodes?season=4&ref_=tt_eps_sn_4,1736 Central Avenue SW,Garcias Kitchen,1308009600000,Garcia's -  1736 Central SW - Close EB Central btwn Rancho Seco & Laguna - Traffic shift to WB Central,-106.666760470103,35.0917641684657,,,,,,,,,,,,,,,,,
4697,Breaking Bad,TV Series Season 2,http://www.imdb.com/title/tt0903747/episodes?season=2&ref_=tt_eps_sn_2,100 Pacific Avenue SE,Commercial Street SE and Pacific Avenue SE intersection,null,Intersection of Commercial and Pacific - Close commercial between Cromwell and Broadway/ close Pacific between Commercial and William,-106.648615027777,35.074388830982,,,,,,,,,,,,,,,,,
4698,Breaking Bad,TV Series Season 2,http://www.imdb.com/title/tt0903747/episodes?season=2&ref_=tt_eps_sn_2,300 Gold Avenue SW,Gold Avenue SW between 3rd and 4th Street phone booth,null,Gold Ave. between 3rd & 4th St. (phone booth) - ITC on Gold from 3rd to 4th St.,-106.650625374738,35.0833873034209,,,,,,,,,,,,,,,,,
4699,Breaking Bad,TV Series Season 2,http://www.imdb.com/title/tt0903747/episodes?season=2&ref_=tt_eps_sn_2,2241 Phoenix Avenue NE,Gonzalez Mechanical,null,Gonzales Mechanical - 2241 Phoenix NE,-106.618059601447,35.1110267179012,,,,,,,,,,,,,,,,,
4700,Breaking Bad,TV Series Season 2,http://www.imdb.com/title/tt0903747/episodes?season=2&ref_=tt_eps_sn_2,2241 Phoenix Avenue NE,Gonzalez Mechanical,null,Gonzales Mechanical - 2241 Phoenix NE,-106.618059601447,35.1110267179012,,,,,,,,,,,,,,,,,
4701,Breaking Bad,TV Series Season 2,http://www.imdb.com/title/tt0903747/episodes?season=2&ref_=tt_eps_sn_2,5601 University Boulevard SE,Isleta Amphitheater parking lot formerly called Journal Pavilion,null,Journal Pavilion Parking lot,-106.621773497343,34.9954657774347,,,,,,,,,,,,,,,,,
4702,Breaking Bad,TV Series Season 2,http://www.imdb.com/title/tt0903747/episodes?season=2&ref_=tt_eps_sn_2,9800 Montgomery Boulevard NE,Luckys Lounge,null,Lucky's Lounge r - 9800 Montgomery Suite 3,-106.532084501024,35.1306246318298,,,,,,,,,,,,,,,,,
4703,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,616 Central SW,null,1173398400000,null,-106.654755779905,35.0849493882608,,,,,,,,,,,,,,,,,
4704,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,9201 Balloon Museum Drive NE,Albuquerque Balloon Musuem,1190073600000,null,-106.597784275142,35.1865789003516,,,,,,,,,,,,,,,,,
4705,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,1001 Central NE,Crossroads Motel,1190246400000,null,-106.636151815,35.0826333456827,,,,,,,,,,,,,,,,,
4706,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,205 Rio Bravo SW,Raks Building Supply,1190246400000,null,-106.658816954609,35.0272738462608,,,,,,,,,,,,,,,,,
4707,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1191196800000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4708,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1191283200000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4709,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1191369600000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4710,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1191456000000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4711,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1191542400000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4712,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1192406400000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4713,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5018 Lomas NE,Danny's Auto Service,1192492800000,null,-106.588694486886,35.0873912995831,,,,,,,,,,,,,,,,,
4714,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1192579200000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4715,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1192665600000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4716,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,225 Gold SW,Sunrise Bank Building,1192752000000,null,-106.650393811516,35.0833857552873,,,,,,,,,,,,,,,,,
4717,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,225 Yale Boulevard SE,Tri H Store,1192752000000,null,-106.622120450062,35.0771012583888,,,,,,,,,,,,,,,,,
4718,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,313 Gold SW,Burt's Tiki Lounge,1192752000000,null,-106.651301136004,35.0835032347214,,,,,,,,,,,,,,,,,
4719,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,1105 Central Avenue NW,Wash Tub Laundromat,1194307200000,null,-106.659881338744,35.0872710839336,,,,,,,,,,,,,,,,,
4720,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,906 Park SW,Java Joe's,1194307200000,null,-106.657821478442,35.0853160756119,,,,,,,,,,,,,,,,,
4721,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,906 Park SW,Java Joe's,1194393600000,null,-106.657821478442,35.0853160756119,,,,,,,,,,,,,,,,,
4722,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1194912000000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4723,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1194998400000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4724,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,11300 Montomgery Blvd. NE,Eldorado High School,1195084800000,null,-106.512748333704,35.1306550755023,,,,,,,,,,,,,,,,,
4725,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,4201 2nd Street SW,Water plant,1195171200000,null,-106.658606919512,35.0255502375022,,,,,,,,,,,,,,,,,
4726,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5500 Broadway SE,All Mini Trucks,1195257600000,null,-106.651938337086,35.0000914179097,,,,,,,,,,,,,,,,,
4727,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,5650 University Boulevard SE,Albuquerque Studios,1195603200000,null,-106.615516274147,34.9886305791222,,,,,,,,,,,,,,,,,
4728,Breaking Bad,TV Series Season 1,http://www.imdb.com/title/tt0903747/?ref_=fn_al_tt_1,9516 Snow Heights Circle NE,Octopus Car Wash,1362700800000,null,-106.535729695564,35.1088207576382,,,,,,,,,,,,,,,,,
4729,Camera Obscura,Movie Duke City Shootout ,http://www.imdb.com/title/tt1794754/,5700 Bobby Foster Road SE,Bobby Foster Road SE,1280188800000,Bobby Foster - Bernalillo county,-106.644543924893,34.9938509777766,,,,,,,,,,,,,,,,,
4730,Cineflix Productions,Commercial,na,1 Civic Plaza NW,City Hall Law Library,1278633600000,City Hall - law library,-106.649799149255,35.0873879689807,,,,,,,,,,,,,,,,,
4731,CNM Student Film,Movie CNM Student Film,na,4000 Central Avenue NE,Central Avenue NE and Morningside Drive NE intersection,1307664000000,Central & Morningside - no ITC/no closures,-106.599835499041,35.0792068028381,,,,,,,,,,,,,,,,,
4732,Crash,TV Series Season 1 Episode 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,5400 Gibson Boulevard SE,Gibson Medical Center,1212451200000,5400 Gibson SE ,-106.581896358413,35.0583109527996,,,,,,,,,,,,,,,,,
4733,Crash,TV Series Season 1 Episode 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,3000 Monte Vista Boulevard NE,Alleyway between Monte Vista Boulevard NE and Dartmouth Drive NE,1212537600000,Alley off Monte Vista and Dartmouth - ITC on alley from Monte Vista to behind Central,-106.611970283259,35.081507538931,,,,,,,,,,,,,,,,,
4734,Crash,TV Series Season 1 Episode 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,600 1st Street NW,1st Street NW and Roma Avenue NW intersection,1212537600000,1st & Roma NW - ITC on 1st from Lomas to Roma and Roma from 2nd to 1st,-106.647135682167,35.0887474969578,,,,,,,,,,,,,,,,,
4735,Crash,TV Series Season 1 Episode 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,600 1st Street NW,1st Street NW and Roma Avenue NW intersection,1212624000000,1st & Roma NW - ITC on alley from Roma to 1st. Closure on 1st from Lomas to Roma and Roma from 2nd to 1st St.,-106.647135682167,35.0887474969578,,,,,,,,,,,,,,,,,
4736,Crash,TV Series Season 1 Episode 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,3200 Gibson Boulevard SE,Gibson Boulevard SE and Girard Boulevard SE intersection,1212710400000,Overflow lot south of Gibson on Girard (at the Sunport),-106.610581610001,35.0583327436263,,,,,,,,,,,,,,,,,
4737,Crash,TV Series Season 1 Episode 2,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,301 San Pedro Drive NE,Fade Tite Hair Studio,1213747200000,301 & 323 San Pedro - Barbershop scene - closure on Copper (no parking lane) from San Pedro to Cagua,-106.577474240629,35.0807807474471,,,,,,,,,,,,,,,,,
4738,Crash,TV Series Season 1 Episode 2,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,1504 Central Avenue SE,Copper Lounge,1214265600000,Copper Lounge - 1504 & 1400 Central SE - ITC on Central from Sycamore to 1/2 block E. of Maple. Closure on Maple from Central to Gold. ,-106.630289632238,35.0818085587764,,,,,,,,,,,,,,,,,
4739,Crash,TV Series Season 1 Episode 3,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,100 Deputy Dean Miera Drive SW,Metropolitan Detention Center,1214524800000,West Side Detention Center,-106.860001080052,35.0054252329888,,,,,,,,,,,,,,,,,
4740,Crash,TV Series Season 1 Episode 3,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,16001 Shooting Range Access Road NW,Shooting Range Park,1214611200000,Shooting Range Road - ITC on Shooting Range Rd. from Paseo del Volcan to Shooting Range. Closure on Shooting Range Rd. from Sorting Plant Rd. to Shooting Range. ,-106.857190345851,35.134170571635,,,,,,,,,,,,,,,,,
4741,Crash,TV Series Season 1 Episode 3,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,16001 Shooting Range Access Road NW,Shooting Range Park,1214611200000,Shooting Range Road - ITC on Shooting Range Rd. from Paseo del Volcan to Shooting Range. Closure on Shooting Range Rd. from Sorting Plant Rd. to Shooting Range. ,-106.857190345851,35.134170571635,,,,,,,,,,,,,,,,,
4742,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,5400 Gibson Boulevard SE,Gibson Medical Center,1215734400000,Gibson Medical Center,-106.581896358413,35.0583109527996,,,,,,,,,,,,,,,,,
4743,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,901 Ridgecrest Drive SE,Ridgecrest Park,1215993600000,Ridgecrest Park - ITC/rolling road block on Ridgecrest from Sundown to Monroe. Clsoure on Ridgecrest from Morningside to Parkland; Servia from Laurel Cir. To Ridgecrest; Laurel Circle from Laurel Dr. to Ridgecrest.,-106.599988536931,35.0680398976278,,,,,,,,,,,,,,,,,
4744,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,3200 Central Avenue SE,Hiway House Motel,1216080000000,Hiway House Motel - 3200 Central Ave. SE,-106.609502838447,35.0804159451732,,,,,,,,,,,,,,,,,
4745,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,3200 Central Avenue SE,Hiway House Motel,1216166400000,Motel Hiway House,-106.609502838447,35.0804159451732,,,,,,,,,,,,,,,,,
4746,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,2901 Candelaria Road NW,Rio Grande Nature Center State Park,1217548800000,Rio Grande Nature Center,-106.684250869908,35.1287973654234,,,,,,,,,,,,,,,,,
4747,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,3701 Carlisle Boulevard NE ,First Unitarian Church,1217548800000,Unitarian Church,-106.604119335561,35.122624567731,,,,,,,,,,,,,,,,,
4748,Crash,TV Series Season 1 Christian and Joe,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,100 San Pedro Drive SE,San Pedro Drive SE between Central Avenue SE and Gibson Boulevard SE,1218499200000,San Pedro btwn Central & Gibson - rolling ITC,-106.577424555708,35.0767573007321,,,,,,,,,,,,,,,,,
4749,Crash,TV Series Season 1 Christian and Joe,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,301 San Pedro Drive NE,Fade Tite Hair Studio,1218499200000,301 San Pedro,-106.577474240629,35.0807807474471,,,,,,,,,,,,,,,,,
4750,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,400 Central Avenue SW,Central Avenue SW between 4th and 5th Streets SW,1220313600000,400 - 500 block of Central - ITC on Central from 4th to 5th,-106.651661346059,35.0845543576547,,,,,,,,,,,,,,,,,
4751,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,400 Copper Avenue NW,Copper Avenue between 4th and 5th Streets NW,1220313600000,400 Copper - closure on Copper from 4th - 5th,-106.651448794782,35.085545627334,,,,,,,,,,,,,,,,,
4752,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,100 Laguna Boulevard SW,Laguna Boulevard SW between Central and San Pasquale Avenues SW,1220400000000,Laguna between Central & San Pasquale - ITC on Laguna from Central Ave. to San Pasquale (rolling road block),-106.665007412318,35.0902000509036,,,,,,,,,,,,,,,,,
4753,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,1425 San Mateo Boulevard NE,Tullys Italian Deli and Meats,1221004800000,Tully's - 1425 San Mateo Blvd. NE,-106.586236984628,35.092081213024,,,,,,,,,,,,,,,,,
4754,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,2294 Wyoming Boulevard NE,All Fours Strip Club closed,1221696000000,2294 Wyoming - All Fours Strip Club - no closure no ITC,-106.550874928335,35.1086475264003,,,,,,,,,,,,,,,,,
4755,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,4100 Avenida La Resolana NE,Prado Del Sol and Campo Manana Parks,1221782400000,Twin Parks/Del Sol Dividers - ITC between Avenida Del Resolano and Avenida Del Sol between Washinton and Morningside,-106.598161368135,35.0917353074827,,,,,,,,,,,,,,,,,
4756,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,2114 Ridgecrest Drive SE,Ridgecrest Drive SE driving shot,1222819200000,Ridgecrest Dr.  - driving shot no ITC,-106.585690914038,35.0577847923527,,,,,,,,,,,,,,,,,
4757,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,300 Tijeras Avenue NW,Tijeras Avenue NW between 3rd and 5th Streets NW,1224115200000,"Tijeras from 5th to 3rd, 3rd from Tijeras to Central",-106.650033803581,35.0865296385699,,,,,,,,,,,,,,,,,
4758,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,325 Central Avenue NW,Maloneys Tavern alley,1224115200000,"Alley off 4th (behind Maloneys) - No ITC, closure on Copper from 3rd to 5th",-106.65135298766,35.084541198707,,,,,,,,,,,,,,,,,
4759,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,510 2nd Street SW,Alleyway between 2nd and 3rd Streets SW and Coal and Iron Avenues SW,1224115200000,"Alley off 3rd between iron & coal - ITC on 3rd from coal to iron,on 2nd  fr. Coal to iron NB SB/  no closure",-106.650022102126,35.0799776026208,,,,,,,,,,,,,,,,,
4760,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,5701 Gibson Boulevard SE,Samurai Grill now called Izumi Sushi and Grill,1224115200000,5701 Gibson-Samurai Grill,-106.578538990379,35.0582848565967,,,,,,,,,,,,,,,,,
4761,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,320 Central Avenue SW,Rosenwald Building,1224460800000,"320 Central - no ITC, no closure",-106.651204364091,35.0844936203569,,,,,,,,,,,,,,,,,
4762,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,514 Central Avenue SW ,514 Arts now called Levy Gallery,1224547200000,514 Central Ave. SW (514 Arts) - closure on 5th St. from Central to Gold,-106.653431206832,35.084778935672,,,,,,,,,,,,,,,,,
4763,Crash,TV Series Season 1,http://www.imdb.com/title/tt1178636/episodes?season=1&ref_=tt_eps_sn_1,10000 Tramway Boulevard NE,Tramway Boulevard NE driving shot,1224806400000,Tramway driving shot,-106.496102197553,35.1903443351463,,,,,,,,,,,,,,,,,
4764,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,500 Central Avenue SW,Lindys Diner,1244160000000,500 Central SW/ ITC Central btwn 5th & 6th eb & wb,-106.652835110861,35.0847105109264,,,,,,,,,,,,,,,,,
4765,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,301 San Pedro Drive NE,Fade Tite Hair Studio,1244505600000,"301 San Pedro NE - ITC San Pedro btwn Nambe & Domingo nb, sb/ ITC Copper btwn Cagua & San Pedro (eb) Close: Copper btwn Cagua & San Pedro wb",-106.577474240629,35.0807807474471,,,,,,,,,,,,,,,,,
4766,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,7801 Candelaria Road NE,Sandia High School,1244678400000,"7801 Candelaria NE- Sandia High School- ITC on Candelaria eb, wb from Utah to Pennsylvania",-106.557631516014,35.1164273393905,,,,,,,,,,,,,,,,,
4767,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,4022 Rio Grande Boulevard NW,Bookworks Bookstore,1244764800000,"4022 Rio Grande Blvd (Bookworks Bookstore)- ITC on Rio Grande nb, sb fr Griegos to Dietz Pl.",-106.668134034597,35.1385913786645,,,,,,,,,,,,,,,,,
4768,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,2101 Central Avenue NW,Central Avenue NW and Rio Grande Boulevard NW intersection,1244851200000,"Rio Grande Blvd & Central Ave- ITC Rolling Road Block on Central eb, wb fr Rio Grande to Rio Grande Bridge- ITC on Rio Grande nb, sb fr Central to I-40",-106.671461553411,35.0951525672494,,,,,,,,,,,,,,,,,
4769,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,1100 2nd Street SW,Barelas Railyards,1245110400000,Railyards,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
4770,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,111 6th Street SW,Alleyway between 6th and 7th Streets SW and Central and Gold Avenues SW,1245110400000,"Alley btwn Central & Gold, 6th & 7th Sts.",-106.654171273099,35.0838788960796,,,,,,,,,,,,,,,,,
4771,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,1600 Central Avenue SE,Yasmines Café,1245110400000,1600 Central Ave (Yasmines Café) ITC on Central eb & wb from Pine to Maple/ ITC on Ash nb&sb from Gold to Central ,-106.62907662633,35.0816606141997,,,,,,,,,,,,,,,,,
4772,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,1201 Mountain Road NE,American Legion parking lot,1245801600000,American Legion Parking lot - 1201 Mountian NE,-106.633245931244,35.0933799666304,,,,,,,,,,,,,,,,,
4773,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,201 California Street NE,Albuquerque Downs Racetrack,1245801600000,The Downs at Expo NM,-106.575272276729,35.0776438589093,,,,,,,,,,,,,,,,,
4774,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,7801 Candelaria Road NE,Sandia High School,1245888000000,"7801 Candelaria NE- Sandia High School- ITC on Candelaria eb, wb from Utah to Pennsylvania",-106.557631516014,35.1164273393905,,,,,,,,,,,,,,,,,
4775,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,7801 Candelaria Road NE,Sandia High School,1245974400000,"7801 Candelaria NE- Sandia High School- ITC on Candelaria eb, wb from Utah to Pennsylvania",-106.557631516014,35.1164273393905,,,,,,,,,,,,,,,,,
4776,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1246233600000,415 Tijeras- Tijeras eb from 5th to 4th/ parking lane & north lane,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
4777,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,500 Central Avenue SW,Lindys Diner,1246320000000,"500 Central ( Alley ) - Close Alley between 5th and 6th eb, wb",-106.652835110861,35.0847105109264,,,,,,,,,,,,,,,,,
4778,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,615 Gold Avenue SW,Valliant Printing ,1246320000000,"615 Gold SW- Close Alley behind Valliant on 6th from 7th eb, wb",-106.655167613446,35.0840049049108,,,,,,,,,,,,,,,,,
4779,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,100 Roma Avenue NW,Roma Avenue NW and 1st Street NW intersection,1247529600000,"100 Roma NW- ITC on 1st st nb,sb from Lomas to Convention Center/ Street Closure on Roma nb,sb fr 1st to Tracks. Sidewalk closure westside of 1st from Lomas to Roma/ Sidewalk closure on northside of Roma fr 1st to 2nd",-106.647196308567,35.0887106587915,,,,,,,,,,,,,,,,,
4780,Crash,TV Series Season 2,http://www.imdb.com/title/tt1178636/episodes?season=2&ref_=tt_eps_sn_2,100 Roma Avenue NW,Roma Avenue NW and 1st Street NW intersection,1247616000000,"100 Roma NW- ITC on 1st st nb,sb from Lomas to Convention Center/ Street Closure on Roma nb,sb fr 1st to Tracks. Sidewalk closure westside of 1st from Lomas to Roma/ Sidewalk closure on northside of Roma fr 1st to 2nd",-106.647196308567,35.0887106587915,,,,,,,,,,,,,,,,,
